4900,6046
8804,9135
3234,7924
618,8694
3999,7566
5107,1793
6299,7608
1144,6792
1684,1595
3325,7254
9828,6315
1245,8894
8471,9290
4218,6906
9936,5860
3433,7431
8050,4586
9064,294
8534,5710
6263,7358
5811,7498
3619,5093
105,3486
8089,1995
8766,2521
7953,6839
4650,1354
8284,1881
5726,1221
2433,4922
2908,6577
7542,2849
502,3955
8200,6097
3180,3247
1013,5432
3858,652
1532,3642
4134,6456
8837,3042
369,3410
6162,8903
7365,1065
4190,3671
7990,2114
6224,8210
8709,5844
9363,9818
6846,6617
3234,3440
6715,6295
4538,6664
6334,6328
5699,1625
5848,3874
1874,4491
9687,4377
4759,190
3396,6223
3971,437
6866,5094
4235,623
1453,4221
9766,6695
2269,7004
5853,9762
4319,6366
5714,453
4400,7204
2118,6506
5491,9951
6148,3137
3121,2590
8830,2855
8542,8928
1039,9289
7658,8146
3505,4537
6441,7441
2749,6514
7840,17
1654,6140
8498,7862
5385,111
770,2558
1395,185
8775,3401
2361,4685
7858,4405
9208,6056
2155,3232
3481,2403
9221,7962
3114,3624
5343,5020
589,7206
1394,6994
466,1008
998,2141
5033,5051
2852,8714
8706,1192
3949,9013
1293,1874
2430,9848
1066,2872
2642,6378
846,4898
4063,3532
3279,7046
9947,5714
4009,7993
4841,7910
7433,2827
9025,6364
6874,3877
7027,1877
8515,6027
2518,6976
13,5211
956,2750
2861,724
9049,6283
6511,1947
1019,3564
1470,1312
27,928
6427,882
37,5718
6958,1684
4375,7560
3060,6341
2217,6287
8796,9817
4503,5983
3599,704
671,1361
7965,6677
6251,2019
5135,1189
284,7685
2224,1847
6408,4414
8810,8830
5169,6743
1244,1618
1817,8716
3942,6613
8490,4441
2227,2165
8473,5501
4586,8488
4604,1708
9732,6382
9874,5129
3107,2100
3815,1792
3566,6970
8698,3767
654,5742
6978,5432
2238,1944
1321,1343
2648,599
3540,9482
5572,5286
3212,7250
1748,915
4449,9991
3384,9026
7763,3933
8951,9266
4341,7790
2534,3738
7180,7567
4118,883
1890,8034
2220,3565
6246,4300
2721,3769
743,2275
9583,9331
1712,5787
6047,8864
1371,1415
6693,2459
4381,110
818,5018
8410,8173
7659,3710
4206,8659
5853,1546
5264,8992
3477,70
1856,998
3717,1452
2661,5850
1549,3669
7266,1833
4256,8839
7752,279
8689,5770
8989,8362
7497,7697
897,4849
9178,8431
9653,3429
4251,6152
7862,7643
3877,5278
8357,2855
9741,8974
5363,1169
8873,5412
4578,7354
8404,6112
4602,6143
7528,4704
9666,3211
3592,4701
5014,9922
2002,4797
3901,1209
6085,786
9883,6413
5397,4264
6843,7358
8014,1402
5772,8376
7873,1391
3389,8646
2035,7733
4504,9799
1961,9848
6958,7041
6346,1636
4363,9666
2066,5024
4793,1118
1660,1743
7285,1132
3336,8675
9054,6689
9632,5415
2372,6014
1644,3487
5972,1708
8387,95
9079,9082
3429,2113
8350,8535
7291,701
9,4885
6734,8142
4306,1163
254,1729
447,1731
5403,3803
7209,6219
3091,2249
3041,4788
6992,8457
1176,3554
4294,8837
8904,2859
3803,2204
7117,1057
7606,7957
1018,4326
5543,9422
4508,8245
9244,8294
7281,9602
3810,9966
4961,1084
8949,9511
2055,9742
9316,6739
5438,4309
184,8503
2188,2719
7070,8157
3099,3988
3235,718
1748,9214
4802,3626
9265,7919
9571,5519
3792,3847
1998,8910
2893,1141
2785,5218
6089,5560
8884,1667
1477,4791
8665,5483
9391,8343
879,2831
6996,5014
1567,5868
7242,7939
6309,7040
7518,7346
7138,1595
5629,540
8883,1962
5948,1954
5333,3459
7703,382
7635,7358
3506,11
8603,1911
4414,9454
3564,868
2939,9562
2446,1480
680,790
5071,8589
5228,1315
4829,5497
7194,4472
1000,2856
8712,5058
7384,8963
5300,3873
3497,5385
7059,1012
8479,8846
6265,4665
1489,9824
5431,7407
9844,1091
3129,577
2208,1424
845,8610
8194,3972
2355,8382
4142,3762
7449,8996
9025,4673
5095,7737
6041,7368
8665,522
8553,7012
8598,6880
9658,1187
5404,635
3041,1560
1619,4118
1460,5721
9819,3238
640,8339
6618,174
7838,9282
9623,3734
8609,2869
3951,1057
2169,3720
6409,6620
7038,129
9573,4876
4009,7134
9964,8415
1965,2310
5269,9896
7151,2848
3978,1076
9010,1061
6796,645
8748,5261
5311,6647
4686,2952
9622,1154
4204,6888
2897,5542
3633,4457
3899,614
6572,4487
8805,446
7328,4777
1280,9809
3089,2718
7903,9079
6901,9964
5319,3290
7268,120
2395,8040
4745,4995
7883,7308
9159,7276
2067,4229
9018,866
9084,3235
4636,9800
5500,4310
1918,5164
7773,1247
921,2064
5275,1423
3093,6864
5427,2352
5926,1467
4570,3916
9138,2737
7556,2381
1482,9079
958,7634
2861,5242
7298,9492
2708,3287
47,3024
8477,8595
791,8489
7847,4651
6455,9973
909,1162
5516,6742
211,7158
7945,1397
6000,6839
8703,635
334,5796
6735,5114
3161,2060
1949,9795
9877,6697
9177,1089
4221,5154
4589,842
4875,7101
9142,6343
8654,4769
1013,2933
2858,8891
3698,8475
45,8186
69,97
8268,3566
4593,3866
8589,9222
8198,3183
4651,7019
4784,2482
3756,1123
6922,1443
3328,2615
7607,9131
6810,7679
7682,6925
3412,141
2960,8346
5453,5461
1409,5741
6107,7716
4609,1172
8088,6952
3759,202
3373,5853
3312,535
3481,6526
4866,6134
8022,6238
892,4590
6262,7422
4299,4737
4880,1348
1409,4802
9989,3752
3971,2549
9646,7761
1420,8093
7193,1918
1766,9499
6315,9191
9660,4750
2988,4078
3877,2838
5980,9777
9200,1965
4250,9044
4781,1036
4150,2966
1006,3395
827,9107
1664,2753
7864,5310
4223,3062
3336,9339
2474,3385
275,1247
1261,7100
6746,2573
1840,226
1194,1187
4036,662
4775,4440
4266,5942
951,1238
3894,2607
8268,4881
4797,4874
3098,6128
6793,4302
94,1558
3488,7052
6278,8941
8456,3630
7005,896
5489,1723
9071,2950
7387,7804
3284,3171
9562,3045
8107,9955
8001,3625
3380,9887
4816,2970
48,4891
9977,1083
2813,2012
2329,1891
1753,2191
2830,290
1561,1157
9652,9443
4609,8196
2400,6650
6896,1530
3964,125
1547,6988
1537,4310
2275,982
6019,4814
4524,4378
4477,6849
7067,9272
5218,1484
8908,7104
4849,1715
9591,7797
8975,225
929,3624
9256,3134
6672,3654
4516,8892
5487,3058
5248,9494
7632,7704
1951,3835
1704,2360
223,6295
1659,6076
6154,3185
4778,6168
3207,1699
9817,5109
9246,4644
5149,685
2712,9067
7883,9285
1942,5565
4139,9472
7878,8497
9880,6570
6580,737
3048,9738
6908,8024
5978,2298
3889,6531
3210,6739
6463,8638
3108,1411
9204,4566
2980,3912
5170,2757
7245,3334
4501,3721
5799,3953
752,7224
2991,2284
642,4864
5348,8323
1824,7107
7376,2821
6489,5918
4618,1386
3242,3905
194,7581
4481,2327
2068,247
7092,5117
1497,1043
1280,5432
8752,6135
8825,3690
7832,8701
288,5907
9773,3736
3539,6661
8350,7397
5941,4253
9830,2564
6059,5840
6649,1481
3614,5230
8889,7030
6695,1722
7142,518
4645,1496
273,4609
3971,6089
8658,4642
2773,9338
950,9246
5594,5269
2786,6038
1677,8418
8611,4742
1457,8084
6915,2593
542,5016
3224,9162
387,4252
5036,4093
8988,2494
2641,4092
8838,9328
2223,7389
4647,3236
9449,7126
6452,8597
2201,8520
1613,7629
7956,9755
84,4234
8990,8557
1599,4356
1758,2097
7418,4501
5684,7269
8564,2217
1677,6891
3984,1678
4193,8807
4401,1143
257,9458
9526,2048
3098,2462
1853,5537
6120,3847
541,5900
514,2534
2743,3813
906,7820
8392,2920
9914,7089
7509,4917
2424,359
3898,197
9969,8414
5791,3663
5815,8068
5855,3211
8392,8119
7079,2782
171,6952
9864,3235
6903,403
8838,1492
6988,4722
4927,2433
8416,4803
5924,3884
1610,7867
7935,594
4513,3217
1027,8314
1323,8701
3154,6421
1451,3479
2817,6086
4383,2602
6560,4551
6532,6995
1351,2463
2117,649
7347,6281
6441,5753
832,685
1826,1789
5569,5287
2854,6072
1138,4157
527,988
4633,9345
367,9672
6090,6349
9315,9587
514,2710
4346,3202
8321,724
225,898
1028,8158
9205,1406
9507,4595
6862,6022
6266,3772
1213,9545
272,3346
6316,8713
4293,9786
6641,9523
4532,2840
8091,3463
2998,9450
7152,4560
9531,6447
5886,2335
159,4287
7235,3088
4859,1239
6106,7190
2939,8406
5563,1926
6218,1162
1980,1870
541,1622
4485,7061
2055,340
6128,8943
3626,1259
3740,2870
5628,210
4351,677
7927,595
2416,2159
922,403
621,7161
8668,1461
6245,7419
5437,4951
3288,2820
3543,9446
1795,7233
2752,408
2787,3924
7574,2955
1717,911
8498,7830
1797,6416
3954,8404
261,7703
3810,5443
7935,3103
8457,2518
2332,2937
8460,2530
9595,9368
6877,7978
2591,1910
4631,3475
8099,3712
56,121
4100,1870
687,5225
7439,6974
1529,224
7560,2665
8308,8094
3968,949
1747,9578
5741,5279
6959,191
7954,9767
1532,1240
5769,2021
1262,4751
6544,9410
2631,3206
3572,3090
2053,3217
4538,8879
1494,7376
3222,2588
8742,4552
1624,7552
8849,3196
8970,4694
740,2913
2480,1522
634,6193
8756,1386
5684,1303
4578,4683
5421,7220
2354,900
3956,5118
8726,3480
9633,397
3865,9512
4622,3596
9089,6153
4981,5678
1322,5028
112,7978
8482,3878
6413,2243
288,437
8385,7924
1165,7899
1220,4763
9685,6758
3988,422
1278,6533
2082,3532
3998,4583
4374,2050
4113,5760
1878,8489
9743,6321
2103,3088
9288,7851
7936,9540
4471,5442
7651,5349
7285,1797
9244,710
6144,250
226,4697
6114,8074
1673,2606
521,9862
6800,102
3294,9165
4210,3528
5996,8825
2789,1822
5805,6095
4135,4170
9204,8431
8811,5602
1525,8515
9781,950
7091,6812
105,3089
4891,7607
9016,7456
4564,4483
538,2771
1367,2778
5659,5792
5367,7327
9841,9432
4203,5118
1700,2960
8374,2160
7286,9101
1791,69
26,4770
479,3893
5551,4829
9120,3108
5581,2849
2429,8191
2097,5450
1416,7556
2174,2993
7665,5432
4997,6414
3551,4956
3865,1472
7317,8012
4150,3361
9061,1732
6407,628
2145,9150
3343,3990
2395,4699
7911,5043
9376,7724
3567,7970
5384,9015
3614,6709
434,1299
7106,2503
8834,6533
979,9100
4081,2671
9971,759
8463,6850
4890,6919
564,1005
5725,3682
4131,2790
8379,9425
1325,8471
1314,5248
6821,4475
4338,9169
8248,6976
4359,7984
7763,8442
6337,4652
2522,2761
3510,4262
7001,5960
5688,5320
7647,421
4263,2114
8752,6237
9844,5461
2339,7319
812,6921
727,4530
3434,5661
7525,9226
1344,4122
1732,8213
7570,1219
5253,2522
3723,3148
7737,7255
9936,2855
7323,2308
5562,8354
7302,5929
9496,2356
9495,1461
7894,7610
8965,197
1061,7713
7107,2710
5716,6986
6220,4181
2850,9596
2449,483
1621,3582
5385,1360
6330,2160
4446,3859
2999,8201
6037,4012
4855,7988
5270,6758
6810,1855
773,743
483,1561
9949,3341
1240,2460
6251,7014
9832,1701
7464,2662
9857,7511
7284,6580
6036,4697
7229,614
8345,781
3702,3962
421,6823
2306,2920
1112,6691
6480,7644
9227,7387
1627,1572
2477,5965
7982,7202
7160,5911
1068,9845
8437,556
3588,3816
8069,7107
8503,425
6897,6258
7569,8636
7700,7408
6985,8244
18,8485
498,3514
6586,9162
5007,8635
5994,2806
1542,5654
3645,4440
2651,2881
8620,3329
3320,8417
55,1277
6460,4033
6852,8266
906,5011
4938,2706
4272,3384
4834,685
1480,8257
3847,1206
3894,1265
4038,9521
5988,324
5583,7057
7253,4506
8151,5575
7555,2958
2790,3987
923,1068
5951,907
6279,9026
8829,1304
1087,6604
7870,7439
6729,5516
1696,7987
423,5008
9605,5358
5235,2250
2773,1759
8144,5568
1935,7199
1865,6383
9593,4508
4558,1062
2657,8077
185,8818
6815,1561
1155,2590
4834,173
4080,2973
8700,3135
6570,8772
2385,7150
5639,2732
4257,3419
3791,603
2367,5547
7063,1269
6373,5770
3251,9333
8874,3094
9598,1115
637,4917
12,3084
3144,5176
6743,2687
7324,9163
6871,3766
8978,3870
3157,1237
7181,884
948,855
3644,8481
1149,5410
7618,2021
7132,9502
2396,2497
163,614
9173,5965
1670,9126
4438,2706
3758,5020
2506,1492
1631,383
7693,4087
626,6071
7405,2246
1251,804
9042,5239
3646,75
527,1808
872,6585
7789,5279
1177,9519
8425,2693
7165,233
5809,84
2277,2
7878,6556
1435,6000
7472,9148
3955,9473
9305,9990
1206,3958
9553,3317
5964,615
4852,6028
8284,7270
5152,1504
4131,4926
783,9654
6665,6034
667,2073
1035,5515
9281,1157
2417,5537
5558,8494
6514,7600
1305,1796
2825,6884
5963,5384
520,8559
761,8374
5241,6036
6939,4246
2291,40
8899,459
5876,4208
6774,754
3448,2919
8114,5268
5777,6579
6764,3904
6043,9743
8940,9902
6556,9926
2325,5489
2619,199
885,407
1181,2262
7501,5262
2987,8741
7035,4553
2800,5563
8188,2036
2266,5168
8298,9845
7897,5470
6025,2274
3472,2325
3580,3835
3292,2378
3649,9001
6097,6575
5344,266
8946,8068
3713,8666
9441,3618
4536,53
3524,812
3379,7597
3448,4362
8946,6064
8412,7023
5794,8566
3277,8921
217,1890
6319,2860
2126,9284
5792,6587
2099,5502
3870,1483
6176,7082
2014,8339
4437,6184
8806,6651
8739,179
6748,9818
9548,5313
8006,8458
7905,5102
2121,2955
516,9075
7937,7783
4092,4539
9235,9081
1451,4295
2584,6339
6427,7736
6619,7163
871,8660
2111,3717
6974,3619
9977,8659
2019,8938
8799,3269
6604,5470
4079,4925
4854,7557
5030,354
4898,6115
673,5180
3890,1791
9886,4556
8288,114
7796,9167
3903,7827
8821,8341
3852,976
7360,4633
417,6495
1668,3906
9574,5917
3445,2282
2519,6050
4440,596
5535,4075
1664,592
1421,2769
8307,6327
8770,6327
623,9299
8799,1812
377,1787
9891,6678
3190,1151
9766,745
641,7939
1522,7733
986,1677
7967,21
2686,5068
7174,4700
429,1853
4199,8107
2793,30
4215,9345
4217,1387
5120,7874
1403,4144
7957,562
8386,2222
5872,3787
3864,3766
3079,8749
8101,3099
720,1068
4296,9757
3168,6128
3839,374
6331,797
6158,5573
9150,6844
8940,6348
4599,8218
5269,8401
9738,4748
2556,9187
5817,7880
4127,6510
5560,846
9247,2281
1840,2281
7566,738
7901,6357
5538,3925
3201,3714
9787,2290
2892,8671
4373,7848
4759,7161
3836,5244
5335,5945
4291,4193
2451,4607
8617,5118
7270,7927
8577,2653
8120,6096
4352,2651
7691,4886
3669,6682
6090,2672
7196,5752
7327,5095
3109,9629
2101,5615
4423,5998
3199,8266
7410,6542
272,6475
5565,6830
7293,683
4033,5398
22,1612
2757,8364
5888,5093
8841,2137
4637,1367
1658,1362
9288,694
1043,4735
2502,1729
3313,9041
182,1848
6388,8751
258,2599
5849,8911
9631,2178
4811,5945
1581,7299
1509,8343
3766,9819
6159,9646
6666,6642
3380,3141
3477,5374
5917,7885
4765,6070
5985,763
7844,4131
4325,7523
4988,1388
8026,7109
1483,50
7836,5043
8664,9618
2338,8402
5014,8991
6157,908
9980,2411
1128,1843
8886,1618
8109,519
124,4390
3055,1708
2479,2409
8421,7526
6680,8442
3497,4534
4385,1884
520,6711
464,7411
2933,1424
6255,5525
3186,9867
7440,4861
7472,6676
4874,849
9458,6896
9035,5530
7473,8456
2755,7312
475,9960
9418,2543
8929,1503
1227,5995
1559,4339
8192,4744
386,1979
6129,2816
1718,4745
8095,437
2552,1238
7830,6729
9517,8047
7870,2829
8981,7315
1229,3757
8583,8171
1306,3944
797,2310
5559,7869
1292,4685
6609,7734
8874,6077
5823,7072
3996,6193
161,1652
8218,7017
3473,1758
50,6659
4398,2032
5868,2092
4612,7163
1173,6595
6251,1238
9194,633
9876,8310
322,779
2117,6242
2597,733
2135,5048
1927,1584
7990,3859
5095,3228
2526,5132
242,9380
2136,6912
5721,8368
6082,6673
1602,1163
7816,5662
644,9144
1828,9419
2620,3898
3095,5544
6430,654
7496,9077
2467,267
9807,3812
4859,6648
4973,1644
5434,7925
2973,7111
2830,7796
7877,9387
8100,9409
9589,3111
7588,3625
7162,6127
9208,9798
5469,9115
2411,9669
1435,5204
1652,5531
4636,3436
2231,8876
3541,3158
7974,8809
1307,5063
2663,1271
3813,302
9385,239
3043,7624
3883,6306
5449,1765
3272,5423
7163,7777
5921,9676
1260,2874
1590,3714
5304,8339
9672,9704
4017,1091
7290,5639
3601,8802
14,9496
6344,5729
431,3848
2246,571
8998,7158
4547,9749
7635,376
5820,3818
1288,2126
6790,2415
468,8692
1228,8999
7251,913
672,4450
1990,9031
2667,1490
5229,5396
2062,1405
3545,2460
8,5737
3113,6061
6055,6642
1959,9840
9688,1693
4697,1553
619,5618
7597,6883
8865,1664
935,9300
5939,7508
9544,4918
4088,2825
9294,4187
7728,6314
9954,4657
696,952
3765,3368
3003,3588
2939,3271
6805,4766
4080,4824
1965,4377
1210,1801
4473,7793
744,1259
427,6028
527,9928
3498,498
5263,7106
6752,5289
4723,280
8813,1011
399,4238
5642,2832
1521,8520
6986,2134
7058,6424
6024,8328
5710,6211
8544,1109
7401,5229
7232,767
9558,9851
3338,4913
4656,9413
775,780
6439,215
3214,1512
2682,4592
3148,2400
4228,3206
5584,7962
3312,3905
6927,6965
3873,7313
2139,8377
1917,9784
2793,4558
5046,1068
1945,9393
6407,3028
9925,9698
7004,4468
346,3923
1906,7307
9756,9986
1211,2967
2412,8766
8592,9521
1848,9961
9537,7877
4363,3626
932,6346
9071,3810
4567,6975
8023,9572
6079,5896
7980,1607
5970,2480
1872,6055
4278,1397
6240,4116
328,2275
9298,8673
5957,5199
6197,4980
3920,4034
4274,2812
6373,1816
44,7680
4176,5584
278,3231
9439,8456
1522,611
221,5530
7290,2761
3194,6789
9536,1
6714,3893
7459,5122
6931,9627
2301,6528
2862,7732
8978,2831
5300,8947
6363,7300
9774,1
1778,3326
1309,5407
445,8828
1612,2796
1429,1212
8168,2153
3073,5404
7427,9328
2607,469
2122,7839
9563,7797
4967,4666
7940,5580
6922,9676
3863,112
5822,2585
5142,9756
4801,9423
281,729
8645,3994
7926,1588
651,3214
6334,2028
1490,9412
5067,5319
6411,4818
7962,2876
7442,2110
6178,3453
4911,9002
460,9246
2924,620
4672,1679
838,8569
3523,2907
4755,5072
9697,4995
2072,6296
9251,3222
2359,6381
6396,4870
2796,7286
5919,1722
7033,5137
962,4126
6315,5377
3954,8142
8807,5454
1973,263
8886,3634
2833,7100
6526,3359
8730,7515
7176,8884
1069,2326
2883,9224
8942,4630
7921,9302
7224,697
7242,6112
3120,2443
3170,2176
5626,6479
3099,5097
3335,1093
2296,3745
4317,9564
3444,7448
5098,4274
2197,9257
3461,6973
126,885
1247,5062
4080,5133
6773,2117
6406,5428
2004,9855
7719,215
9505,7581
9750,8835
4221,2880
2016,4087
7375,7633
4314,4359
9799,500
790,421
7525,2721
111,4137
9848,8853
4730,9323
741,2380
2883,228
5331,7700
1760,4151
8321,167
2033,9428
5027,7048
2052,7791
4391,2910
8349,7060
1935,5728
6978,4852
4975,8296
4671,2779
3247,8837
1974,1525
6352,7349
2837,266
1149,1987
9319,599
7760,3453
8679,9149
4901,2711
1322,9076
3973,3875
5932,4856
3724,1618
2715,9434
2291,8666
6336,8285
3275,4815
4906,6788
8186,2262
6181,3405
6929,5370
3027,9251
4783,1549
4697,5346
2064,6029
3319,1442
309,4234
4616,4442
8188,4485
4480,5452
8053,3412
5781,9709
1463,8210
4388,463
4938,572
9803,2262
8976,8689
9533,8760
1926,5850
4542,5013
2178,985
7629,5122
9677,5143
13,6956
8666,1725
1626,3478
7516,1969
1870,4022
9765,9005
5310,1172
9528,5422
8180,2618
9072,6050
3274,3100
996,7065
966,7959
2623,5233
4631,6049
5747,3720
2826,7274
1996,6966
7976,8055
4051,740
4713,6030
2519,5192
4187,1636
8079,8013
3334,9015
4382,3109
7730,1981
8771,8090
7011,6091
3572,7263
2939,5646
4564,8786
9685,6347
6618,3963
3935,3766
127,9647
6670,1769
4591,1102
8801,837
9315,3772
6737,5966
1508,9146
6582,7247
4489,2374
4096,4205
947,6180
75,8410
9956,7326
2572,6501
6745,9024
6424,5349
6704,1358
982,1746
4107,9855
6776,3950
7546,7006
2555,1512
7591,2888
2499,7148
8693,436
7894,6776
7369,9788
6100,6084
4090,9475
7266,637
595,3864
4640,491
427,5038
1832,7273
8994,7637
1037,8759
944,9419
7562,778
2884,1273
5108,467
5959,5722
3601,2358
5818,7989
7661,8137
2202,3487
7322,5266
1197,5549
31,1600
6659,596
4735,8591
1735,8076
250,3347
1898,2162
6848,2763
9189,6372
647,6498
1229,4274
171,2568
3349,3066
4976,1172
5219,7246
4724,9459
9866,2073
9998,3288
5100,7279
3506,3814
8910,2861
9662,3322
1030,2579
2276,448
5740,5465
771,3753
5839,2430
487,4915
977,1095
4060,7744
632,9796
6841,9086
9110,9558
5873,1380
757,9499
5137,5708
6262,4783
8837,8665
4529,3707
6600,3884
1428,5258
9325,1131
1331,1590
5049,587
8687,5142
1895,5656
7165,6809
2030,4108
5939,4588
4807,6109
9548,4493
5682,9207
6155,4092
9165,4390
7085,198
2748,7436
929,9819
6458,5809
5672,5520
1118,8063
6135,8265
4174,8404
5020,1391
3753,4239
4703,2968
7187,6556
5699,4808
2917,3461
4674,1873
9329,4067
7093,4429
6976,12
4046,6900
4653,7801
4768,5591
3658,186
5324,3473
3369,3584
3256,729
6028,3349
4044,9625
9836,1402
4026,7627
4922,5303
2022,5929
1593,6318
8999,9962
8500,54
4203,5127
9035,5107
949,6018
5793,7311
7045,2552
363,7973
197,9859
5649,4800
5649,286
9921,672
8601,6413
9575,6753
3878,1739
224,389
1200,7619
2998,1749
3908,7575
6873,1433
5869,3874
633,5043
150,6375
5697,6062
2538,9380
7797,1934
3394,9755
299,1849
4036,4684
921,3120
8431,3329
9176,4792
5659,2878
2862,2164
8874,2462
1915,4030
5442,9477
8092,7034
5487,9430
4053,3119
155,7959
7873,3697
2386,2057
7664,1919
6880,7040
741,8426
7324,3206
3601,2277
1302,2388
3507,999
5936,5766
666,7892
7840,4866
573,9899
5432,6270
3011,6465
2098,1224
9813,53
6208,1772
6956,8274
9695,4917
8184,1116
3573,8953
4872,6510
3649,9886
5092,8374
376,8182
1708,3431
1268,5349
288,5830
9822,3497
9065,1294
5022,7544
5940,8258
6000,4469
2495,713
7657,3961
597,8497
3956,5219
2925,1394
3922,6455
4603,8131
4963,4927
6690,964
5085,1464
7508,179
8052,326
7300,8569
4386,7401
4,6691
8102,9798
2492,8175
5362,6930
8560,3724
9208,4418
5104,1080
9001,4549
3814,8315
6534,7361
8188,8794
1168,3781
4916,6883
2338,3038
8860,5996
1444,9401
8558,8893
5863,4466
9454,4902
4080,7549
3094,2141
8816,3742
3572,521
9939,468
8317,354
4259,2878
1859,7233
4906,9732
2640,7527
2885,4058
3289,9127
3096,6143
6448,5436
9953,7847
6901,6096
2820,4961
7927,8007
4107,9335
8676,7398
3804,1396
347,7414
8437,5503
1384,4824
5931,72
8038,5093
7086,4071
1786,9838
5115,2425
9573,5647
4182,9570
6018,915
9004,1043
5092,5016
9968,254
795,679
6830,9767
8010,7643
1140,9088
5907,789
7965,3726
5238,62
298,1411
7266,1203
3237,2520
629,6236
1569,7648
8687,8916
2656,6889
8985,3401
7499,9961
3404,5287
4509,9039
8012,4353
5518,2654
663,893
7064,828
8080,2019
3579,5507
5653,980
2006,5911
1535,7616
6957,5057
5183,1754
5348,827
6732,7448
2462,8306
9984,3146
5525,6593
5926,5056
2588,1237
641,609
477,8184
5148,2685
4548,8462
1862,7647
4926,181
5316,9601
2093,3557
3534,1341
5037,2684
9210,1321
476,7125
22,3076
2049,8456
2753,1025
8226,249
593,948
2661,1142
266,6692
3366,1933
6363,7348
2782,9572
7503,5122
922,2554
1993,4380
5239,4551
6554,3175
2404,2115
5123,128
6260,4184
4252,2274
820,534
4209,6016
9771,194
7862,3607
9461,923
9976,2
8293,8463
3223,6424
6991,4516
6000,6771
6718,4302
3024,4215
1818,9178
6475,6287
7444,9029
545,5894
4270,7393
3080,2438
4492,5067
434,1440
3790,2913
489,3484
8280,6736
2994,7621
3388,621
2314,7226
4621,5912
4819,8331
858,2268
2016,3723
5261,7321
4264,6262
978,2614
9973,4577
6512,4663
8063,5105
4008,6805
5964,9268
7700,4576
6809,2387
7158,6498
8040,4001
5888,4067
9154,9078
5539,2887
5658,7582
1451,4812
6325,1848
2062,1368
2001,1757
1712,2731
7464,4477
3161,976
9575,9280
4169,3720
9973,7527
3818,742
8038,8787
7177,1736
383,8154
5824,9474
3795,9816
9630,7730
4647,8457
4763,5268
5112,4348
4417,2222
7333,8219
9819,1495
3007,3651
8236,9460
9959,3296
1154,9977
3908,8982
9015,249
8042,4535
1358,2674
9178,6715
149,1892
5784,5922
4708,4678
6200,4402
6954,776
1160,4609
2744,4135
9410,7379
1282,7446
7771,3406
8719,9061
6260,3350
9585,1646
2546,6620
9263,5396
4876,5010
718,3113
7081,9436
4895,1986
9243,7469
2493,7159
5522,7411
2596,9639
4649,6524
8990,3594
752,9174
7797,9072
1216,497
4096,3835
8117,2046
5831,9879
2343,9555
1685,9978
8930,4807
7641,8872
8186,7151
1936,945
4787,2366
2034,3448
9962,3583
4702,3651
9165,969
6300,8910
8220,6747
9890,7017
1564,1235
7394,3817
2035,6046
1307,1231
9810,7189
4840,7517
9536,4046
7680,5248
9388,2455
1830,102
6162,7461
8259,9253
5282,6220
1458,9678
3289,657
643,2212
4034,7760
8541,8583
932,6033
9440,1705
7119,5223
3588,312
740,7325
9910,314
9284,720
256,4242
4655,2415
311,9465
